Airfoil,Alpha,CL,CD,CM,CL/CD
marske2,15,[1.51442787],[0.02343403],[0.04652789],[64.62516789]
sc20614,-5,[-0.12987126],[0.0061988],[-0.10487964],[-20.95104247]
sc20614,0,[0.49768277],[0.00692519],[-0.12217878],[71.86555251]
sc20614,5,[1.0741607],[0.00974714],[-0.12370046],[110.20267605]
sc20614,10,[1.6148014],[0.01384857],[-0.11859594],[116.60416959]
sc20614,15,[2.02203314],[0.021372],[-0.09171072],[94.61131149]
goe402,-5,[0.02406487],[0.05309592],[-0.07492324],[0.45323393]
goe402,0,[0.55605951],[0.00625259],[-0.09879318],[88.93260974]
goe402,5,[1.09950036],[0.0057214],[-0.09578652],[192.17318515]
goe402,10,[1.59083448],[0.01256106],[-0.08922849],[126.64807924]
goe402,15,[1.87620851],[0.02780095],[-0.06087876],[67.48720473]
s4022,-5,[0.14848032],[0.00571639],[-0.16855928],[25.97449592]
s4022,0,[0.71304621],[0.00446227],[-0.17197347],[159.79450231]
s4022,5,[1.22647827],[0.00824311],[-0.16514819],[148.78822606]
s4022,10,[1.64994606],[0.01477328],[-0.14220578],[111.68451551]
s4022,15,[1.91220943],[0.02924777],[-0.10398766],[65.37967034]
goe414,-5,[0.01478293],[0.00679459],[-0.11738226],[2.17569214]
goe414,0,[0.57770161],[0.00599659],[-0.11963715],[96.33833857]
goe414,5,[1.14561319],[0.00605327],[-0.12531023],[189.25520861]
goe414,10,[1.49340697],[0.015198],[-0.09281592],[98.2633899]
goe414,15,[1.74581531],[0.03393416],[-0.06762797],[51.44713334]
w1011,-5,[-0.56431764],[0.00609638],[-0.00124462],[-92.56605238]
w1011,0,[0.00068666],[0.0053951],[-0.00020949],[0.12727494]
w1011,5,[0.56556993],[0.00613369],[0.00080541],[92.2071478]
w1011,10,[1.119561],[0.01026225],[0.00103145],[109.09506858]
w1011,15,[1.60025294],[0.01789423],[0.0109089],[89.42842876]
fx77w153,-5,[-0.31083784],[0.0081834],[-0.01711772],[-37.98394309]
fx77w153,0,[0.26608912],[0.00690424],[-0.01669404],[38.53997433]
fx77w153,5,[0.84915857],[0.00554498],[-0.02148343],[153.14013714]
fx77w153,10,[1.47328468],[0.0077533],[-0.03983969],[190.0203053]
fx77w153,15,[1.65375524],[0.03040457],[-0.00744378],[54.39165835]
fx69pr281,-5,[0.19757309],[0.00824706],[-0.16558523],[23.95677733]
fx69pr281,0,[0.80688044],[0.00856625],[-0.16816044],[94.19299615]
fx69pr281,5,[1.36722131],[0.01069292],[-0.16326924],[127.86230364]
fx69pr281,10,[1.82658229],[0.01644094],[-0.14865123],[111.09961616]
fx69pr281,15,[2.13891367],[0.03493838],[-0.13287323],[61.21960146]
rc08n1,-5,[-0.50583474],[0.00871099],[0.00744638],[-58.06855674]
rc08n1,0,[0.05863002],[0.00534497],[0.00634677],[10.96918826]
rc08n1,5,[0.6076602],[0.00593105],[0.00282133],[102.45407927]
rc08n1,10,[1.15361266],[0.01135071],[-0.00117257],[101.63355379]
rc08n1,15,[1.55173415],[0.0254488],[0.00979964],[60.97473758]
goe509,-5,[-0.06516049],[0.0070167],[-0.08326087],[-9.28648488]
goe509,0,[0.43629374],[0.00654316],[-0.06949567],[66.67932016]
goe509,5,[0.97448381],[0.00638066],[-0.06534776],[152.72466207]
goe509,10,[1.51687831],[0.01141349],[-0.07015312],[132.90228647]
goe509,15,[1.66775274],[0.02803593],[-0.02015114],[59.48625553]
goe604,-5,[-0.03964706],[0.00762117],[-0.08185397],[-5.20222482]
goe604,0,[0.51455322],[0.00653484],[-0.07701721],[78.73993451]
goe604,5,[1.05597827],[0.00643198],[-0.07276319],[164.17629602]
goe604,10,[1.5933881],[0.00970038],[-0.07523055],[164.2603327]
goe604,15,[1.82746538],[0.02511411],[-0.04376037],[72.76647408]
s4083,-5,[-0.11500652],[0.00671003],[-0.09342421],[-17.13949899]
s4083,0,[0.4381889],[0.00560813],[-0.09044126],[78.13458631]
s4083,5,[0.96845307],[0.00606832],[-0.08421612],[159.5915111]
s4083,10,[1.47848413],[0.01274814],[-0.07799501],[115.97641519]
s4083,15,[1.84080134],[0.02469954],[-0.05253994],[74.52774705]
fx69h098,-5,[-0.4090925],[0.00666142],[-0.018394],[-61.41222506]
fx69h098,0,[0.1378605],[0.0053491],[-0.0165875],[25.77265037]
fx69h098,5,[0.70526575],[0.00559411],[-0.01927513],[126.07299008]
fx69h098,10,[1.25050281],[0.01111818],[-0.02211237],[112.4737049]
fx69h098,15,[1.64514114],[0.01945232],[-0.00011363],[84.57298445]
ag12,-5,[-0.33790883],[0.00603836],[-0.04804131],[-55.96032364]
ag12,0,[0.22297399],[0.00507192],[-0.04664599],[43.96243784]
ag12,5,[0.76766484],[0.00645421],[-0.04352356],[118.94024016]
ag12,10,[1.30647038],[0.01212574],[-0.04154839],[107.7435803]
ag12,15,[1.74390384],[0.02508946],[-0.03040679],[69.50743611]
ht14,-5,[-0.56652079],[0.00600346],[-0.00135966],[-94.36576901]
ht14,0,[-0.00196413],[0.00579354],[0.00048426],[-0.33902055]
ht14,5,[0.56467792],[0.00590637],[0.00182198],[95.60490332]
ht14,10,[1.11414022],[0.0104376],[0.00573419],[106.74291379]
ht14,15,[1.61231546],[0.02034479],[0.01190516],[79.24953441]
naca0021,-5,[-0.56283161],[0.00726659],[-0.00052396],[-77.45474053]
naca0021,0,[-8.60422844e-16],[0.00635942],[1.77635684e-16],[-1.35298898e-13]
naca0021,5,[0.56283161],[0.00726659],[0.00052396],[77.45474053]
naca0021,10,[1.07280561],[0.00992595],[0.00935337],[108.08093969]
naca0021,15,[1.48804409],[0.01722892],[0.02721086],[86.36895774]
goe269,-5,[-0.069569],[0.00686536],[-0.09714298],[-10.13333927]
goe269,0,[0.50984539],[0.0060648],[-0.09804665],[84.06626333]
goe269,5,[1.06950501],[0.00661483],[-0.09881392],[161.68302049]
goe269,10,[1.59628427],[0.01244393],[-0.09544298],[128.27818304]
goe269,15,[1.99241992],[0.02193065],[-0.07528482],[90.85093039]
goe412,-5,[-0.00459134],[0.00661231],[-0.11598152],[-0.69436275]
goe412,0,[0.57552028],[0.00547381],[-0.12032232],[105.14076433]
goe412,5,[1.13156845],[0.00643106],[-0.12262726],[175.95366965]
goe412,10,[1.54601845],[0.0122781],[-0.09949525],[125.91676223]
goe412,15,[1.78350007],[0.03078599],[-0.06767001],[57.93219699]
p51dtip,-5,[-0.41405222],[0.00709482],[-0.02743953],[-58.35982656]
p51dtip,0,[0.14450832],[0.0035328],[-0.03226175],[40.90479632]
p51dtip,5,[0.68760677],[0.0077266],[-0.03468384],[88.99218544]
p51dtip,10,[1.19236513],[0.01266746],[-0.03117973],[94.12817606]
p51dtip,15,[1.53353337],[0.0246077],[-0.00976158],[62.31924328]
kc135b,-5,[-0.3961517],[0.00715403],[-0.02004667],[-55.37465388]
kc135b,0,[0.15898185],[0.00442946],[-0.02151058],[35.89192591]
kc135b,5,[0.69924291],[0.00679316],[-0.02056216],[102.93337304]
kc135b,10,[1.20799667],[0.01190333],[-0.0173315],[101.48389285]
kc135b,15,[1.52871597],[0.02401377],[0.00836862],[63.65996354]
n64012,-5,[-0.5696185],[0.00707517],[0.00462714],[-80.50954527]
n64012,0,[1.11022302e-16],[0.00398357],[8.8817842e-17],[2.7870035e-14]
n64012,5,[0.5696185],[0.00707517],[-0.00462714],[80.50954527]
n64012,10,[1.11458142],[0.01099873],[-0.00624855],[101.33728193]
n64012,15,[1.55703426],[0.0198908],[0.00413316],[78.27913407]
e591,-5,[0.36700878],[0.00692402],[-0.20440758],[53.00512994]
e591,0,[0.95129579],[0.00664588],[-0.20717682],[143.14070094]
e591,5,[1.50677575],[0.00847495],[-0.20538215],[177.79164422]
e591,10,[1.96198993],[0.01268587],[-0.18708914],[154.65949499]
e591,15,[2.22987857],[0.02651503],[-0.14973083],[84.09866385]
e68,-5,[-0.06498982],[0.00601797],[-0.11680446],[-10.79929677]
e68,0,[0.49004692],[0.00460156],[-0.11747299],[106.49570729]
e68,5,[1.00113783],[0.00703445],[-0.10963234],[142.31923559]
e68,10,[1.41366378],[0.01314488],[-0.08523558],[107.54480572]
e68,15,[1.70253101],[0.02547552],[-0.05313004],[66.83009052]
goe376,-5,[-0.06496696],[0.00896902],[-0.09477487],[-7.24348515]
goe376,0,[0.4811225],[0.00618154],[-0.08696633],[77.83219723]
goe376,5,[1.04726939],[0.00622941],[-0.08917278],[168.11692553]
goe376,10,[1.50687637],[0.01267201],[-0.07387202],[118.91379489]
goe376,15,[1.80809579],[0.02539175],[-0.04119693],[71.20800316]
goe775,-5,[-0.57737277],[0.00737148],[-0.00050317],[-78.32526912]
goe775,0,[-0.01420787],[0.00634144],[-0.00015323],[-2.24048093]
goe775,5,[0.5503386],[0.00727703],[-3.49659659e-05],[75.62684331]
goe775,10,[1.06270056],[0.00981693],[0.00832565],[108.25186638]
goe775,15,[1.47724859],[0.01686237],[0.0272931],[87.60624615]
goe397,-5,[-0.18273236],[0.006964],[-0.0743293],[-26.23955987]
goe397,0,[0.3729796],[0.00484231],[-0.0729039],[77.02518185]
goe397,5,[0.90235471],[0.00694721],[-0.07063669],[129.88736004]
goe397,10,[1.39597692],[0.01246859],[-0.06273779],[111.9595272]
goe397,15,[1.74234622],[0.02630901],[-0.03857521],[66.22621188]
wb13535sm,-5,[-0.14801547],[0.00681618],[-0.08760921],[-21.71529546]
wb13535sm,0,[0.40263584],[0.00544661],[-0.08483035],[73.92411197]
wb13535sm,5,[0.92738953],[0.00706795],[-0.07917194],[131.21059474]
wb13535sm,10,[1.38780846],[0.01309631],[-0.06612917],[105.96944042]
wb13535sm,15,[1.67474992],[0.02633608],[-0.03758592],[63.5914641]
s1221-4deg-flap,-5,[0.40122708],[0.00724174],[-0.22189944],[55.40482212]
s1221-4deg-flap,0,[1.0020713],[0.00683775],[-0.22527648],[146.54978259]
s1221-4deg-flap,5,[1.55383933],[0.00892617],[-0.21961017],[174.07689423]
s1221-4deg-flap,10,[1.99292405],[0.01840136],[-0.19746912],[108.30309568]
s1221-4deg-flap,15,[2.12131713],[0.04013546],[-0.13727114],[52.85393877]
e856,-5,[0.03834801],[0.0074201],[-0.13015869],[5.16812694]
e856,0,[0.58049712],[0.00570983],[-0.12785484],[101.66630936]
e856,5,[1.12384977],[0.00657626],[-0.12566837],[170.89492205]
e856,10,[1.49980363],[0.01119696],[-0.09471683],[133.94733767]
e856,15,[1.67002239],[0.03594732],[-0.0621871],[46.45749764]
k1,-5,[-0.30335288],[0.00600623],[-0.075769],[-50.50637955]
k1,0,[0.29181033],[0.00460304],[-0.08508286],[63.39516607]
k1,5,[0.86398396],[0.00804695],[-0.08742055],[107.36793969]
k1,10,[1.40505877],[0.01237692],[-0.08423424],[113.52251276]
k1,15,[1.85409953],[0.01980388],[-0.06801679],[93.62305861]
goe29b,-5,[0.04148857],[0.00753946],[-0.10964399],[5.50285622]
goe29b,0,[0.62364264],[0.0065716],[-0.10858215],[94.89971234]
goe29b,5,[1.18859298],[0.00843518],[-0.10739721],[140.90909859]
goe29b,10,[1.73068606],[0.01012897],[-0.10610904],[170.86488504]
goe29b,15,[2.02312731],[0.02561812],[-0.07695986],[78.97251236]
ys900,-5,[-0.39657278],[0.00935579],[-0.03046635],[-42.38795283]
ys900,0,[3.88578059e-16],[0.00228678],[-1.99840144e-16],[1.69923684e-13]
ys900,5,[0.39657278],[0.00935579],[0.03046635],[42.38795283]
ys900,10,[0.42663043],[0.08113202],[0.07819972],[5.25847175]
ys900,15,[0.51432038],[0.15879546],[0.03408071],[3.23888582]
hq3514,-5,[-0.0715131],[0.00633457],[-0.10344767],[-11.28933584]
hq3514,0,[0.49588563],[0.00448622],[-0.10594347],[110.53529364]
hq3514,5,[1.03306844],[0.00726252],[-0.10320281],[142.24663397]
hq3514,10,[1.47313519],[0.01257439],[-0.08510346],[117.15364652]
hq3514,15,[1.74565921],[0.02645515],[-0.05467508],[65.9856117]
s8038,-5,[-0.39302951],[0.00696334],[-0.03224121],[-56.44269309]
s8038,0,[0.12221691],[0.00461499],[-0.02279971],[26.4825818]
s8038,5,[0.64700931],[0.00676278],[-0.01539955],[95.67214105]
s8038,10,[1.2130081],[0.01015012],[-0.02055992],[119.50671718]
s8038,15,[1.5793748],[0.01702437],[0.00905827],[92.77143484]
ag04,-5,[-0.3767517],[0.00613631],[-0.03643073],[-61.39714752]
ag04,0,[0.18289324],[0.00520075],[-0.03492214],[35.16669961]
ag04,5,[0.72834323],[0.00632573],[-0.03255465],[115.13987129]
ag04,10,[1.26569927],[0.01193598],[-0.03046802],[106.04064194]
ag04,15,[1.6993877],[0.02515638],[-0.01952097],[67.55295474]
m14,-5,[-0.26453889],[0.00725342],[-0.05168637],[-36.47093156]
m14,0,[0.30886101],[0.00582344],[-0.05429061],[53.03758705]
m14,5,[0.88119132],[0.00550606],[-0.06015033],[160.0403033]
m14,10,[1.37957894],[0.01210497],[-0.05459524],[113.96796352]
m14,15,[1.72137449],[0.02483589],[-0.03170642],[69.30996925]
hsnlf213,-5,[-0.45214743],[0.00743533],[-0.00679997],[-60.81063346]
hsnlf213,0,[0.09584626],[0.00353784],[-0.00866525],[27.09173651]
hsnlf213,5,[0.6469892],[0.00753333],[-0.01268839],[85.8835628]
hsnlf213,10,[1.17334896],[0.01170158],[-0.01385413],[100.27266684]
hsnlf213,15,[1.56658132],[0.02160701],[-0.0034127],[72.50336846]
naca662215,-5,[-0.35790997],[0.00703915],[-0.04023351],[-50.84565625]
naca662215,0,[0.18500316],[0.00352525],[-0.04373162],[52.47951168]
naca662215,5,[0.67846058],[0.00811556],[-0.03647333],[83.59994387]
naca662215,10,[1.11642955],[0.01258439],[-0.02105959],[88.71542117]
naca662215,15,[1.46147813],[0.02251932],[-0.00039452],[64.89885681]
naca0006,-5,[-0.55451571],[0.00640739],[0.00049527],[-86.54316973]
naca0006,0,[-2.22044605e-16],[0.00420397],[-3.33066907e-17],[-5.28178925e-14]
naca0006,5,[0.55451571],[0.00640739],[-0.00049527],[86.54316973]
naca0006,10,[1.07603875],[0.01388325],[0.00328504],[77.5062805]
naca0006,15,[1.23097449],[0.0732645],[-0.01051982],[16.80178688]
usa29,-5,[-0.06877347],[0.0070136],[-0.09955744],[-9.80572967]
usa29,0,[0.44684655],[0.00589928],[-0.09139331],[75.74589235]
usa29,5,[0.94373739],[0.00654916],[-0.07799947],[144.1004528]
usa29,10,[1.31299787],[0.0144589],[-0.05010925],[90.80897263]
usa29,15,[1.6091706],[0.03266955],[-0.03397925],[49.25597175]
goe500,-5,[0.16747387],[0.00553091],[-0.16818453],[30.27961025]
goe500,0,[0.74119867],[0.00521959],[-0.16984609],[142.00311058]
goe500,5,[1.27559312],[0.00757337],[-0.16728779],[168.43130686]
goe500,10,[1.7126104],[0.01467106],[-0.14881882],[116.73392836]
goe500,15,[1.98280141],[0.02998785],[-0.11496107],[66.12014849]
b29root,-5,[-0.37713532],[0.00768841],[-0.02469025],[-49.05242349]
b29root,0,[0.09567895],[0.0056978],[-0.00707713],[16.79225288]
b29root,5,[0.60109147],[0.00563397],[0.00385774],[106.69056933]
b29root,10,[1.02641228],[0.00935263],[0.02354143],[109.74588919]
b29root,15,[1.31824473],[0.03289271],[0.0230142],[40.07710991]
usa40b,-5,[-0.05589366],[0.00714706],[-0.10167286],[-7.82050671]
usa40b,0,[0.52000666],[0.00697879],[-0.09903686],[74.5124496]
usa40b,5,[1.08930674],[0.00722338],[-0.09757504],[150.80287124]
usa40b,10,[1.63034389],[0.00959092],[-0.09354848],[169.98821654]
usa40b,15,[2.05010914],[0.01640171],[-0.07373262],[124.99362444]
e212,-5,[-0.0485227],[0.00536879],[-0.12759758],[-9.03791911]
e212,0,[0.49887579],[0.00493176],[-0.12503519],[101.15564102]
e212,5,[1.03105389],[0.00854255],[-0.11995938],[120.69630735]
e212,10,[1.52510255],[0.01399436],[-0.10937349],[108.97981012]
e212,15,[1.80355147],[0.02769157],[-0.06704483],[65.12998598]
e422,-5,[0.13725195],[0.007492],[-0.12861004],[18.31980894]
e422,0,[0.70286505],[0.00645067],[-0.12557572],[108.95997233]
e422,5,[1.2483964],[0.00695024],[-0.12280196],[179.61927161]
e422,10,[1.78549274],[0.0089563],[-0.1211245],[199.35608499]
e422,15,[1.95393357],[0.02809354],[-0.07809452],[69.55099796]
naca644221,-5,[-0.41335631],[0.00685626],[-0.02940299],[-60.2888588]
naca644221,0,[0.18574292],[0.00490654],[-0.04038002],[37.85617701]
naca644221,5,[0.78519645],[0.00620219],[-0.0513135],[126.59996845]
naca644221,10,[1.21548758],[0.01380909],[-0.03696187],[88.02082381]
naca644221,15,[1.48676691],[0.03281239],[-0.02183268],[45.31114376]
arad20,-5,[-0.25977367],[0.00940369],[-0.02706523],[-27.6246414]
arad20,0,[0.37347394],[0.00789232],[-0.03839664],[47.32115917]
arad20,5,[0.99762441],[0.00858858],[-0.0503581],[116.15704052]
arad20,10,[1.58826263],[0.01103137],[-0.05975627],[143.97695448]
arad20,15,[2.11400761],[0.01669454],[-0.06172034],[126.62864618]
goe443,-5,[-0.55892153],[0.01129633],[0.00327579],[-49.47816264]
goe443,0,[-3.33066907e-16],[0.00332331],[8.8817842e-17],[-1.00221536e-13]
goe443,5,[0.55892153],[0.01129633],[-0.00327579],[49.47816264]
goe443,10,[0.6524978],[0.11642345],[-0.0187701],[5.60452205]
goe443,15,[0.76028944],[0.1906021],[-0.05443913],[3.98888276]
b737d,-5,[-0.41186748],[0.00726265],[-0.01797029],[-56.71036307]
b737d,0,[0.15965733],[0.00412587],[-0.02384974],[38.69665025]
b737d,5,[0.7217152],[0.00661535],[-0.02884147],[109.09712447]
b737d,10,[1.24200002],[0.01135172],[-0.02791448],[109.41077321]
b737d,15,[1.6556643],[0.02116854],[-0.01524458],[78.2134284]
e66,-5,[0.05307315],[0.00552188],[-0.14773379],[9.61143275]
e66,0,[0.60477856],[0.00458619],[-0.14652137],[131.86960803]
e66,5,[1.11436803],[0.00770879],[-0.13831329],[144.55807027]
e66,10,[1.56628092],[0.01379107],[-0.12025131],[113.57210284]
e66,15,[1.81573102],[0.02858004],[-0.07826003],[63.53143471]
ds19,-5,[-0.27749184],[0.00596655],[-0.06227719],[-46.50794745]
ds19,0,[0.27589649],[0.00481453],[-0.0601715],[57.30498961]
ds19,5,[0.82427028],[0.00652147],[-0.05790337],[126.39338586]
ds19,10,[1.33902198],[0.01183984],[-0.05145853],[113.0945785]
ds19,15,[1.73874501],[0.02221663],[-0.03169158],[78.26323684]
psu-90-125wl,-5,[-0.21043185],[0.00649396],[-0.07665234],[-32.40424294]
psu-90-125wl,0,[0.34549222],[0.00436038],[-0.07706341],[79.23438498]
psu-90-125wl,5,[0.87768559],[0.00669944],[-0.07315613],[131.00877892]
psu-90-125wl,10,[1.34814369],[0.01210713],[-0.06017693],[111.35122419]
psu-90-125wl,15,[1.66277275],[0.02298614],[-0.03019973],[72.33805612]
mh110,-5,[-0.60109842],[0.00790439],[0.02991111],[-76.04619321]
mh110,0,[-0.06225028],[0.0052301],[0.03538733],[-11.90232049]
mh110,5,[0.50244802],[0.00489707],[0.03680441],[102.6017526]
mh110,10,[1.10231712],[0.01068119],[0.02260249],[103.2017042]
mh110,15,[1.50733572],[0.0207636],[0.0406176],[72.59511413]
raf25,-5,[-0.41427243],[0.00603242],[-0.03380134],[-68.67429659]
raf25,0,[0.13121168],[0.00391411],[-0.03132621],[33.52274032]
raf25,5,[0.68135566],[0.00683484],[-0.03189317],[99.68863144]
raf25,10,[1.16011478],[0.01408831],[-0.01941143],[82.34591793]
raf25,15,[1.38121122],[0.04444657],[0.00597765],[31.07576811]
zv15_35,-5,[-0.61565195],[0.00725869],[0.01904112],[-84.81587623]
zv15_35,0,[-0.04503763],[0.00634273],[0.02405726],[-7.10066641]
zv15_35,5,[0.53390558],[0.00674392],[0.02718367],[79.1684353]
zv15_35,10,[1.08884526],[0.00829997],[0.03231549],[131.1867141]
zv15_35,15,[1.61739519],[0.01405295],[0.03875467],[115.09288952]
cr1,-5,[-0.08458483],[0.00634069],[-0.09850543],[-13.33999566]
cr1,0,[0.45462234],[0.00583072],[-0.09120967],[77.97017651]
cr1,5,[0.94434951],[0.00690176],[-0.07616964],[136.82743704]
cr1,10,[1.47523433],[0.01134636],[-0.07594426],[130.01832792]
cr1,15,[1.68890121],[0.02665203],[-0.03398264],[63.36857696]
fx67k170,-5,[-0.0008596],[0.00703869],[-0.10416436],[-0.12212438]
fx67k170,0,[0.56047292],[0.0040064],[-0.11058103],[139.89427418]
fx67k170,5,[1.13563219],[0.00457757],[-0.12046886],[248.08609649]
fx67k170,10,[1.24133492],[0.02598278],[-0.0650261],[47.77528987]
fx67k170,15,[1.49371122],[0.04964996],[-0.05753288],[30.08483939]
bacj,-5,[-0.30791927],[0.00572801],[-0.07774535],[-53.75678037]
bacj,0,[0.2667907],[0.00486944],[-0.08384325],[54.78873533]
bacj,5,[0.82942397],[0.00818551],[-0.08450617],[101.32835757]
bacj,10,[1.3614891],[0.01242644],[-0.07972471],[109.56391839]
bacj,15,[1.80426725],[0.02041012],[-0.06189974],[88.4006177]
ag45ct02r,-5,[-0.38640906],[0.00690689],[-0.02976225],[-55.94545568]
ag45ct02r,0,[0.17970686],[0.00518896],[-0.0295298],[34.63255557]
ag45ct02r,5,[0.72910354],[0.00593433],[-0.02799756],[122.86201123]
ag45ct02r,10,[1.27010563],[0.01112374],[-0.02695406],[114.17971978]
ag45ct02r,15,[1.72744566],[0.0221971],[-0.01887288],[77.82304685]
e580,-5,[0.11574285],[0.00672632],[-0.15495328],[17.20745359]
e580,0,[0.69754822],[0.00504651],[-0.16404881],[138.22396818]
e580,5,[1.24674703],[0.00712356],[-0.16506934],[175.01732874]
e580,10,[1.62794783],[0.01475153],[-0.13676028],[110.35790984]
e580,15,[1.8491506],[0.03418553],[-0.10142277],[54.09161094]
tempest2,-5,[-0.39489222],[0.00647652],[-0.03112634],[-60.97294338]
tempest2,0,[0.09380963],[0.00406059],[-0.01827534],[23.10249227]
tempest2,5,[0.56133737],[0.00641966],[-0.0012587],[87.44040292]
tempest2,10,[1.14079974],[0.01107493],[-0.01147205],[103.00736132]
tempest2,15,[1.47163205],[0.01959405],[0.01986985],[75.10606729]
s4053,-5,[-0.20605707],[0.00650618],[-0.07343597],[-31.670982]
s4053,0,[0.34594019],[0.00455428],[-0.07168488],[75.95942712]
s4053,5,[0.89006765],[0.00659549],[-0.07066002],[134.95096849]
s4053,10,[1.36240817],[0.0117968],[-0.05764379],[115.48960727]
s4053,15,[1.71153926],[0.02171727],[-0.0304315],[78.81005709]
naca66-018,-5,[-0.54236972],[0.00810023],[0.00516411],[-66.95733014]
naca66-018,0,[-0.00081168],[0.00379608],[0.00021372],[-0.21382018]
naca66-018,5,[0.54102136],[0.00810167],[-0.00479645],[66.77897309]
naca66-018,10,[1.02208441],[0.01315569],[-0.00259125],[77.69143013]
naca66-018,15,[1.4010489],[0.02376914],[0.00820977],[58.94401899]
goe255,-5,[0.00327907],[0.00749069],[-0.1127462],[0.43775294]
goe255,0,[0.59142423],[0.00571012],[-0.12044191],[103.57480321]
goe255,5,[1.14264377],[0.00797095],[-0.1230383],[143.35104078]
goe255,10,[1.5830623],[0.01200149],[-0.10731246],[131.90542661]
goe255,15,[1.70248992],[0.04201365],[-0.07103429],[40.52230089]
goe391,-5,[-0.15585205],[0.00791091],[-0.08511221],[-19.70091147]
goe391,0,[0.3729339],[0.00457254],[-0.07766093],[81.55952595]
goe391,5,[0.8916153],[0.00716301],[-0.07364692],[124.4750065]
goe391,10,[1.35324579],[0.01354079],[-0.05864137],[99.93847449]
goe391,15,[1.57578628],[0.03761739],[-0.01854357],[41.88983865]
e180,-5,[-0.41724075],[0.00795552],[-0.01915727],[-52.44672811]
e180,0,[0.1415136],[0.00473862],[-0.01868526],[29.86385745]
e180,5,[0.71649206],[0.00629169],[-0.02476174],[113.87915325]
e180,10,[1.21937602],[0.01205532],[-0.01921745],[101.14840193]
e180,15,[1.53355216],[0.03022415],[0.00086364],[50.73929415]
